ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CREDIT_INQUIRIES,EXISTING_LOAN_BALANCE
5000256,F,Y,Y,147500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13785,-5662,2,139100.0
5000257,F,N,Y,214600.0,Working,Secondary / secondary special,Married,House / apartment,-11628,-1972,1,0.0
5000258,F,N,N,147700.0,State servant,Higher education,Married,House / apartment,-12206,-3609,0,172000.0
5000259,M,N,Y,481500.0,State servant,Higher education,Married,House / apartment,-12093,-4720,2,470400.0
5000260,F,Y,N,328000.0,Working,Secondary / secondary special,Married,House / apartment,-16352,-2640,2,0.0
5000261,F,N,N,286600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14383,365243,2,71200.0
5000262,M,N,N,409800.0,State servant,Secondary / secondary special,Married,House / apartment,-18644,-7326,4,0.0
5000263,F,Y,N,80500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16500,-4862,0,72800.0
5000264,F,N,N,296400.0,Commercial associate,Higher education,Married,House / apartment,-10819,-3393,2,331400.0
5000265,F,N,Y,114700.0,Working,Higher education,Separated,House / apartment,-21576,-10241,2,17100.0
5000266,F,Y,Y,220100.0,Working,Incomplete higher,Separated,House / apartment,-15776,-7124,2,41200.0
5000267,F,N,Y,189000.0,Working,Incomplete higher,Widow,House / apartment,-10300,-1202,4,34500.0
5000268,M,N,Y,307500.0,Working,Higher education,Civil marriage,With parents,-10535,-2843,2,123200.0
5000269,M,Y,Y,247600.0,Working,Secondary / secondary special,Married,House / apartment,-21351,-8922,3,139200.0
5000270,F,Y,Y,432800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19738,-6110,0,0.0
5000271,F,Y,Y,163500.0,Working,Secondary / secondary special,Married,House / apartment,-16365,-3817,1,30200.0
5000272,F,Y,N,314900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12924,365243,3,362200.0
5000273,F,N,Y,239600.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-15575,-3106,4,124500.0
5000274,F,N,N,97500.0,Working,Incomplete higher,Married,House / apartment,-18596,-297,1,0.0
5000275,F,Y,Y,139500.0,Working,Higher education,Separated,House / apartment,-22764,-2628,3,0.0
5000276,F,Y,Y,205000.0,Working,Secondary / secondary special,Married,House / apartment,-17212,-799,0,167500.0
5000277,F,Y,N,385200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12420,365243,0,277500.0
5000278,F,N,Y,278500.0,State servant,Higher education,Married,House / apartment,-8403,-1579,2,165500.0
5000279,F,Y,Y,123200.0,Working,Higher education,Single / not married,House / apartment,-10682,-3558,1,34800.0
5000280,F,N,Y,205900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18831,365243,2,169100.0
5000281,M,N,Y,605800.0,Commercial associate,Higher education,Single / not married,House / apartment,-10424,-3285,2,269400.0
5000282,M,Y,N,233500.0,Working,Higher education,Civil marriage,House / apartment,-15936,-7690,2,0.0
5000283,M,N,N,187600.0,Commercial associate,Secondary / secondary special,Married,With parents,-19669,-3040,2,10900.0
5000284,F,N,Y,282500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12961,-3233,1,110200.0
5000285,M,N,Y,323600.0,Working,Higher education,Single / not married,Municipal apartment,-19156,-11439,2,223700.0
5000286,F,N,Y,175800.0,Commercial associate,Higher education,Married,House / apartment,-17645,-8455,3,124500.0
5000287,F,Y,Y,284000.0,Working,Secondary / secondary special,Married,House / apartment,-15205,-198,1,166900.0
5000288,M,Y,Y,187400.0,Working,Higher education,Married,House / apartment,-23073,-6810,2,105700.0
5000289,F,N,Y,316500.0,Working,Higher education,Married,House / apartment,-19550,-319,0,375300.0
5000290,M,Y,Y,240500.0,Pensioner,Higher education,Married,House / apartment,-13860,365243,5,0.0
5000291,M,Y,Y,281100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21476,-4231,1,160100.0
5000292,F,Y,Y,151100.0,Working,Lower secondary,Married,House / apartment,-20341,-6101,2,73900.0
5000293,M,Y,N,146500.0,Working,Secondary / secondary special,Married,House / apartment,-21260,-13064,0,37300.0
5000294,M,N,Y,354400.0,Working,Secondary / secondary special,Married,House / apartment,-18673,-7980,1,305800.0
5000295,F,Y,N,212300.0,Commercial associate,Higher education,Single / not married,House / apartment,-14182,-2874,2,0.0
5000296,F,N,N,254700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13654,-3566,1,11700.0
5000297,M,N,Y,189500.0,State servant,Secondary / secondary special,Married,House / apartment,-18899,-10108,2,0.0
5000298,F,N,Y,346200.0,Pensioner,Higher education,Married,House / apartment,-9917,365243,3,193100.0
5000299,M,Y,N,163000.0,Commercial associate,Higher education,Separated,Municipal apartment,-21745,-4505,4,119300.0
5000300,M,N,N,206400.0,Working,Secondary / secondary special,Married,House / apartment,-14027,-4654,2,212000.0
5000301,F,Y,N,327200.0,Working,Secondary / secondary special,Widow,House / apartment,-18491,-3259,2,327700.0
5000302,F,N,Y,397100.0,Working,Secondary / secondary special,Married,House / apartment,-16237,-4732,0,462100.0
5000303,F,N,N,170000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16585,-424,1,0.0
5000304,F,N,Y,588500.0,Commercial associate,Incomplete higher,Married,House / apartment,-20339,-11758,3,50300.0
5000305,F,N,N,258400.0,Commercial associate,Higher education,Married,With parents,-18428,-746,1,129200.0
5000306,F,N,N,131100.0,Working,Incomplete higher,Widow,House / apartment,-11967,-1351,1,64300.0
5000307,M,N,Y,265700.0,State servant,Secondary / secondary special,Widow,House / apartment,-8944,-912,0,220900.0
5000308,F,N,N,182400.0,Working,Higher education,Married,House / apartment,-22094,-9202,0,0.0
5000309,M,N,Y,274400.0,Working,Secondary / secondary special,Separated,House / apartment,-22861,-10570,2,171000.0
5000310,F,Y,N,216200.0,Commercial associate,Higher education,Married,House / apartment,-10494,-483,0,20600.0
5000311,M,N,Y,229300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12982,-453,1,0.0
5000312,M,N,N,140000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12517,-4784,3,0.0
5000313,F,N,Y,362400.0,State servant,Secondary / secondary special,Married,House / apartment,-23763,-10457,2,155700.0
5000314,F,N,N,123900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11185,-3865,0,58600.0
5000315,F,N,Y,126900.0,Working,Higher education,Married,House / apartment,-10529,-2734,2,40300.0
5000316,F,Y,Y,265400.0,Working,Higher education,Married,House / apartment,-10791,-3212,3,0.0
5000317,M,N,Y,492300.0,Working,Higher education,Married,House / apartment,-20199,-5277,1,430200.0
5000318,M,Y,N,185200.0,Working,Lower secondary,Married,House / apartment,-22914,-8697,0,12200.0
5000319,M,N,Y,313600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14423,365243,3,25800.0
5000320,F,Y,Y,377800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10006,-2799,0,11100.0
5000321,F,Y,Y,332000.0,Working,Higher education,Civil marriage,House / apartment,-17725,-2070,1,281900.0
5000322,F,N,N,189100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11274,365243,0,86300.0
5000323,M,N,Y,128000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8771,-1034,2,14700.0
5000324,F,Y,Y,73300.0,Working,Higher education,Married,House / apartment,-22883,-10865,1,0.0
5000325,F,N,Y,193700.0,Working,Secondary / secondary special,Married,House / apartment,-22619,-7867,1,47800.0
5000326,F,Y,Y,398100.0,Working,Secondary / secondary special,Married,House / apartment,-24423,-10017,0,108600.0
5000327,F,Y,Y,125900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15807,365243,0,0.0
5000328,F,N,Y,313500.0,Working,Secondary / secondary special,Married,House / apartment,-12717,-1928,0,339300.0
5000329,M,N,N,137400.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-20884,-639,1,76700.0
5000330,M,Y,N,232900.0,Working,Secondary / secondary special,Married,House / apartment,-10768,-299,2,114700.0
5000331,F,Y,Y,314700.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11846,-4981,1,285200.0
5000332,M,Y,Y,158900.0,Working,Secondary / secondary special,Married,House / apartment,-12059,-5190,1,100200.0
5000333,M,Y,N,240600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24006,365243,1,45800.0
5000334,M,N,Y,179500.0,Pensioner,Higher education,Married,House / apartment,-20198,365243,1,0.0
5000335,M,N,N,314300.0,Working,Secondary / secondary special,Married,House / apartment,-9965,-860,0,40700.0
5000336,F,Y,Y,248500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9264,-552,0,215300.0
5000337,F,N,Y,227200.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22138,-444,0,12900.0
5000338,F,N,Y,481500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21442,365243,0,25900.0
5000339,M,Y,N,307600.0,Working,Secondary / secondary special,Married,House / apartment,-19189,-3057,2,20400.0
5000340,F,N,Y,156400.0,Working,Secondary / secondary special,Married,House / apartment,-11036,-1613,0,173700.0
5000341,F,N,Y,211600.0,State servant,Higher education,Married,House / apartment,-15915,-2391,0,227000.0
5000342,M,Y,Y,212700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18017,-9161,1,130800.0
5000343,F,Y,N,230000.0,Working,Incomplete higher,Civil marriage,House / apartment,-23672,-10994,2,171400.0
5000344,M,N,N,780500.0,State servant,Secondary / secondary special,Married,House / apartment,-10578,-492,4,785200.0
5000345,F,N,Y,265900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16518,-6989,3,215900.0
5000346,F,Y,Y,79800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10378,-2067,0,88400.0
5000347,M,Y,N,168400.0,Working,Higher education,Married,House / apartment,-15289,-1310,0,0.0
5000348,M,N,Y,84100.0,Working,Secondary / secondary special,Married,House / apartment,-11105,-3398,1,0.0
5000349,F,N,Y,187300.0,Working,Secondary / secondary special,Married,Municipal apartment,-22024,-1424,1,124800.0
5000350,F,N,Y,81800.0,Working,Secondary / secondary special,Married,House / apartment,-12043,-1119,0,83600.0
5000351,F,N,N,142900.0,Working,Higher education,Married,House / apartment,-14830,-1387,0,31100.0
5000352,F,Y,Y,103300.0,Working,Higher education,Married,House / apartment,-14670,-7613,0,0.0
5000353,M,N,N,267700.0,Working,Incomplete higher,Civil marriage,House / apartment,-22541,-10255,2,252600.0
5000354,M,N,Y,221000.0,Working,Secondary / secondary special,Married,House / apartment,-20679,-5908,1,0.0
5000355,F,N,Y,257000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8658,-1746,2,148600.0
5000356,M,Y,N,209600.0,Working,Higher education,Married,House / apartment,-8821,-628,2,247900.0
5000357,F,N,Y,110000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17132,-9843,1,19000.0
5000358,F,N,Y,285600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15012,-5936,1,0.0
5000359,F,N,Y,577600.0,Pensioner,Higher education,Married,House / apartment,-12401,365243,0,664400.0
5000360,M,N,N,271100.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21276,-8255,1,0.0
5000361,F,Y,N,178500.0,Working,Lower secondary,Married,House / apartment,-9878,-2663,4,160800.0
5000362,F,N,N,108200.0,State servant,Secondary / secondary special,Married,Office apartment,-24391,-9485,4,0.0
5000363,F,N,N,140300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8084,365243,0,35700.0
5000364,F,N,Y,277100.0,Working,Secondary / secondary special,Married,House / apartment,-9699,-2793,3,0.0
5000365,M,N,Y,377800.0,Pensioner,Higher education,Separated,House / apartment,-13014,365243,0,167900.0
5000366,F,N,N,251700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16410,-8186,0,253900.0
5000367,F,N,Y,329500.0,Working,Higher education,Civil marriage,House / apartment,-11380,-1097,2,141900.0
5000368,M,N,Y,314700.0,Working,Lower secondary,Widow,House / apartment,-20308,-3430,3,229600.0
5000369,M,Y,Y,284600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13808,-641,1,256200.0
5000370,M,N,Y,158900.0,Working,Secondary / secondary special,Married,Rented apartment,-8331,-529,1,45600.0
5000371,M,Y,N,241000.0,Working,Higher education,Single / not married,With parents,-22737,-5138,3,0.0
5000372,M,N,Y,144500.0,Working,Higher education,Married,House / apartment,-23873,-598,1,0.0
5000373,F,N,Y,222800.0,Working,Secondary / secondary special,Married,House / apartment,-18288,-3814,1,244800.0
5000374,M,N,N,260600.0,Working,Secondary / secondary special,Married,House / apartment,-21515,-11314,1,70300.0
5000375,M,N,Y,511400.0,Commercial associate,Higher education,Separated,House / apartment,-9749,-2697,1,497700.0
5000376,F,N,Y,114800.0,Working,Secondary / secondary special,Married,House / apartment,-12285,-231,0,95100.0
5000377,M,Y,Y,281000.0,Pensioner,Higher education,Civil marriage,House / apartment,-13253,365243,0,290700.0
5000378,F,N,N,463300.0,Working,Secondary / secondary special,Married,House / apartment,-24163,-285,2,68600.0
5000379,M,Y,N,322800.0,Working,Lower secondary,Married,House / apartment,-16463,-1602,1,326000.0
5000380,M,Y,N,335000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7797,-1090,0,0.0
5000381,F,N,N,296400.0,Working,Secondary / secondary special,Widow,Rented apartment,-14196,-3673,0,0.0
5000382,F,Y,Y,422800.0,Working,Secondary / secondary special,Married,House / apartment,-7803,-1210,0,175200.0
5000383,F,Y,N,128200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11752,-4615,1,58600.0
5000384,F,N,N,110500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15475,-7943,0,0.0
5000385,F,N,Y,220200.0,Working,Secondary / secondary special,Civil marriage,With parents,-13221,-1013,0,213100.0
5000386,M,N,Y,75000.0,Working,Higher education,Married,House / apartment,-8232,-883,1,0.0
5000387,M,N,N,408700.0,Working,Secondary / secondary special,Married,House / apartment,-9667,-3074,0,0.0
5000388,F,N,N,406700.0,State servant,Higher education,Single / not married,House / apartment,-17127,-1728,0,203300.0
5000389,F,N,N,177900.0,Commercial associate,Higher education,Married,House / apartment,-19611,-7564,3,0.0
5000390,F,Y,N,183500.0,Working,Higher education,Married,House / apartment,-14615,-2887,1,187600.0
5000391,F,N,Y,213100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20227,-5407,0,206300.0
5000392,M,N,Y,226700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10474,365243,2,173000.0
5000393,F,N,Y,235400.0,Working,Secondary / secondary special,Separated,House / apartment,-9765,-2862,1,201300.0
5000394,M,N,Y,292000.0,Working,Higher education,Married,House / apartment,-22080,-8664,3,276600.0
5000395,F,N,N,202600.0,Working,Higher education,Separated,House / apartment,-13493,-5293,3,0.0
5000396,F,Y,Y,354000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-15090,-5792,4,9100.0
5000397,F,N,Y,276100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23937,365243,1,26500.0
5000398,F,N,Y,163100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14950,365243,1,189400.0
5000399,F,N,Y,430600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7730,-697,2,443100.0
5000400,M,Y,Y,112000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-23772,-11604,0,22300.0
5000401,F,N,Y,211000.0,Working,Higher education,Single / not married,House / apartment,-7912,-1304,1,0.0
5000402,F,N,Y,358200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19039,-12057,3,271500.0
5000403,F,Y,Y,153900.0,Pensioner,Higher education,Married,With parents,-13213,365243,0,38700.0
5000404,M,Y,N,257900.0,Commercial associate,Incomplete higher,Married,House / apartment,-15745,-7278,1,0.0
5000405,F,N,Y,289900.0,Working,Higher education,Married,House / apartment,-17065,-5206,2,0.0
5000406,M,N,Y,143700.0,Working,Secondary / secondary special,Separated,House / apartment,-14682,-1475,1,0.0
